scene0707_00_60: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0707_00/scene0707_00_60_sub.bin
  scene0733_00_1275: FAIL
  scene0780_00_0: FAIL
scene0760_00_375: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0760_00/scene0760_00_375_sub.bin
  scene0733_00_1275: FAIL
  scene0749_00_2010: FAIL
  scene0780_00_0: FAIL
scene0760_00_450: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0760_00/scene0760_00_450_sub.bin
  scene0757_00_4050: FAIL
  scene0793_00_0: FAIL
  scene0761_00_390: FAIL
scene0760_00_495: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0760_00/scene0760_00_495_sub.bin
  scene0776_00_570: FAIL
  scene0802_00_930: FAIL
  scene0770_00_870: FAIL
scene0760_00_540: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0760_00/scene0760_00_540_sub.bin
  scene0776_00_570: FAIL
  scene0802_00_930: FAIL
  scene0734_00_1905: FAIL
scene0760_00_585: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0760_00/scene0760_00_585_sub.bin
  scene0738_00_465: FAIL
  scene0747_00_0: FAIL
  scene0784_00_0: FAIL
scene0760_00_630: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0760_00/scene0760_00_630_sub.bin
  scene0784_00_900: FAIL
  scene0792_00_0: FAIL
  scene0745_00_0: FAIL
scene0760_00_675: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0760_00/scene0760_00_675_sub.bin
  scene0740_00_525: FAIL
  scene0716_00_0: FAIL
  scene0779_00_0: FAIL
scene0760_00_735: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0760_00/scene0760_00_735_sub.bin
  scene0797_00_525: FAIL
  scene0804_00_0: FAIL
  scene0749_00_2205: FAIL
scene0760_00_765: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0760_00/scene0760_00_765_sub.bin
  scene0776_00_570: FAIL
  scene0798_00_195: FAIL
  scene0717_00_150: FAIL
scene0760_00_780: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0760_00/scene0760_00_780_sub.bin
  scene0799_00_645: FAIL
  scene0802_00_930: FAIL
  scene0761_00_0: FAIL
scene0760_00_810: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0760_00/scene0760_00_810_sub.bin
  scene0798_00_195: FAIL
  scene0776_00_570: FAIL
  scene0716_00_270: FAIL
scene0760_00_870: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0760_00/scene0760_00_870_sub.bin
  scene0758_00_0: FAIL
  scene0733_00_1275: FAIL
  scene0717_00_150: FAIL
scene0760_00_915: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0760_00/scene0760_00_915_sub.bin
  scene0747_00_105: FAIL
  scene0725_00_0: FAIL
  scene0757_00_1590: FAIL
scene0760_00_975: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0760_00/scene0760_00_975_sub.bin
  scene0756_00_1650: FAIL
  scene0754_00_0: FAIL
  scene0787_00_1425: FAIL
scene0760_00_1020: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0760_00/scene0760_00_1020_sub.bin
  scene0798_00_195: FAIL
  scene0716_00_270: FAIL
  scene0801_00_0: FAIL
scene0760_00_1035: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0760_00/scene0760_00_1035_sub.bin
  scene0782_00_0: FAIL
  scene0736_00_4260: FAIL
  scene0746_00_165: FAIL
scene0760_00_1065: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0760_00/scene0760_00_1065_sub.bin
  scene0710_00_0: FAIL
  scene0711_00_315: FAIL
  scene0742_00_0: FAIL
scene0760_00_1110: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0760_00/scene0760_00_1110_sub.bin
  scene0760_00_0: 2.358480622300516 SUCCESS
scene0760_00_1140: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0760_00/scene0760_00_1140_sub.bin
  scene0796_00_615: FAIL
  scene0781_00_1620: FAIL
  scene0793_00_1245: FAIL
scene0760_00_1200: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0760_00/scene0760_00_1200_sub.bin
  scene0760_00_0: 2.0316039265077492 SUCCESS
scene0760_00_1245: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0760_00/scene0760_00_1245_sub.bin
  scene0774_00_945: FAIL
  scene0734_00_1905: FAIL
  scene0782_00_0: FAIL
scene0760_00_1275: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0760_00/scene0760_00_1275_sub.bin
  scene0775_00_915: FAIL
  scene0758_00_0: FAIL
  scene0788_00_870: FAIL
scene0760_00_1320: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0760_00/scene0760_00_1320_sub.bin
  scene0799_00_645: FAIL
  scene0802_00_930: FAIL
  scene0747_00_0: FAIL
scene0760_00_1380: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0760_00/scene0760_00_1380_sub.bin
  scene0799_00_645: FAIL
  scene0757_00_1140: FAIL
  scene0774_00_0: FAIL
scene0760_00_1455: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0760_00/scene0760_00_1455_sub.bin
  scene0758_00_0: FAIL
  scene0793_00_1245: FAIL
  scene0760_00_0: 0.6032419645732802 SUCCESS
scene0760_00_1485: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0760_00/scene0760_00_1485_sub.bin
  scene0760_00_0: 0.32894315330122076 SUCCESS
scene0760_00_1515: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0760_00/scene0760_00_1515_sub.bin
  scene0756_00_1650: FAIL
  scene0754_00_0: FAIL
  scene0709_00_735: FAIL
scene0761_00_90: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_90_sub.bin
  scene0753_00_0: FAIL
  scene0762_00_0: FAIL
  scene0798_00_0: FAIL
scene0761_00_135: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_135_sub.bin
  scene0746_00_165: FAIL
  scene0719_00_0: FAIL
  scene0780_00_840: FAIL
scene0761_00_150: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_150_sub.bin
  scene0743_00_0: FAIL
  scene0766_00_0: FAIL
  scene0767_00_0: FAIL
scene0761_00_195: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_195_sub.bin
  scene0790_00_0: FAIL
  scene0708_00_0: FAIL
  scene0780_00_0: FAIL
scene0761_00_285: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_285_sub.bin
  scene0785_00_1035: FAIL
  scene0790_00_0: FAIL
  scene0716_00_180: FAIL
scene0761_00_345: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_345_sub.bin
  scene0762_00_0: FAIL
  scene0753_00_0: FAIL
  scene0757_00_2535: FAIL
scene0761_00_450: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_450_sub.bin
  scene0757_00_4050: FAIL
  scene0756_00_1650: FAIL
  scene0761_00_390: 0.8893299352353331 SUCCESS
scene0761_00_465: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_465_sub.bin
  scene0709_00_735: FAIL
  scene0801_00_0: FAIL
  scene0781_00_555: FAIL
scene0761_00_510: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_510_sub.bin
  scene0753_00_0: FAIL
  scene0762_00_0: FAIL
  scene0798_00_0: FAIL
scene0761_00_570: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_570_sub.bin
  scene0716_00_0: FAIL
  scene0779_00_0: FAIL
  scene0740_00_525: FAIL
scene0761_00_630: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_630_sub.bin
  scene0757_00_4050: FAIL
  scene0757_00_0: FAIL
  scene0781_00_0: FAIL
scene0761_00_660: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_660_sub.bin
  scene0725_00_0: FAIL
  scene0741_00_0: FAIL
  scene0747_00_105: FAIL
scene0761_00_720: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_720_sub.bin
  scene0738_00_0: FAIL
  scene0793_00_1245: FAIL
  scene0776_00_0: FAIL
scene0761_00_765: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_765_sub.bin
  scene0806_00_0: FAIL
  scene0747_00_3240: FAIL
  scene0788_00_180: FAIL
scene0761_00_795: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_795_sub.bin
  scene0720_00_0: FAIL
  scene0761_00_2040: 2.2752236672557586 SUCCESS
scene0761_00_855: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_855_sub.bin
  scene0802_00_930: FAIL
  scene0799_00_645: FAIL
  scene0753_00_435: FAIL
scene0761_00_885: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_885_sub.bin
  scene0760_00_420: FAIL
  scene0734_00_1155: FAIL
  scene0749_00_2205: FAIL
scene0761_00_945: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_945_sub.bin
  scene0733_00_810: FAIL
  scene0769_00_0: FAIL
  scene0785_00_2970: FAIL
scene0761_00_990: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_990_sub.bin
  scene0754_00_2295: FAIL
  scene0733_00_810: FAIL
  scene0768_00_0: FAIL
scene0761_00_1020: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_1020_sub.bin
  scene0757_00_2535: FAIL
  scene0765_00_0: FAIL
  scene0716_00_570: FAIL
scene0761_00_1065: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_1065_sub.bin
  scene0797_00_525: FAIL
  scene0768_00_0: FAIL
  scene0804_00_0: FAIL
scene0761_00_1095: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_1095_sub.bin
  scene0753_00_435: FAIL
  scene0737_00_0: FAIL
  scene0802_00_930: FAIL
scene0761_00_1245: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_1245_sub.bin
  scene0796_00_615: FAIL
  scene0718_00_0: FAIL
  scene0776_00_0: FAIL
scene0761_00_1320: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_1320_sub.bin
  scene0761_00_2040: 1.2077043933100589 SUCCESS
scene0761_00_1395: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_1395_sub.bin
  scene0747_00_2325: FAIL
  scene0720_00_0: FAIL
  scene0761_00_2040: 1.7772611492524601 SUCCESS
scene0761_00_1455: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_1455_sub.bin
  scene0760_00_0: FAIL
  scene0793_00_1245: FAIL
  scene0799_00_255: FAIL
scene0761_00_1515: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_1515_sub.bin
  scene0762_00_1020: FAIL
  scene0803_00_990: FAIL
  scene0757_00_0: FAIL
scene0761_00_1575: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_1575_sub.bin
  scene0780_00_0: FAIL
  scene0758_00_315: FAIL
  scene0793_00_1950: FAIL
scene0761_00_1620: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_1620_sub.bin
  scene0750_00_0: FAIL
  scene0768_00_0: FAIL
  scene0769_00_0: FAIL
scene0761_00_1650: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_1650_sub.bin
  scene0753_00_795: FAIL
  scene0803_00_0: FAIL
  scene0790_00_570: FAIL
scene0761_00_1680: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_1680_sub.bin
  scene0799_00_645: FAIL
  scene0718_00_0: FAIL
  scene0774_00_0: FAIL
scene0761_00_1785: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_1785_sub.bin
  scene0796_00_615: FAIL
  scene0761_00_2040: 1.106837579521086 SUCCESS
scene0761_00_1830: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_1830_sub.bin
  scene0756_00_1650: FAIL
  scene0754_00_0: FAIL
  scene0789_00_720: FAIL
scene0761_00_1980: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_1980_sub.bin
  scene0718_00_0: FAIL
  scene0758_00_0: FAIL
  scene0759_00_195: FAIL
scene0761_00_2070: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_2070_sub.bin
  scene0717_00_150: FAIL
  scene0780_00_840: FAIL
  scene0780_00_1215: FAIL
scene0761_00_2115: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_2115_sub.bin
  scene0797_00_525: FAIL
  scene0802_00_375: FAIL
  scene0804_00_0: FAIL
scene0761_00_2175: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_2175_sub.bin
  scene0790_00_0: FAIL
  scene0785_00_1035: FAIL
  scene0717_00_150: FAIL
scene0761_00_2205: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_2205_sub.bin
  scene0785_00_1035: FAIL
  scene0803_00_0: FAIL
  scene0797_00_255: FAIL
scene0761_00_2235: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_2235_sub.bin
  scene0752_00_120: FAIL
  scene0741_00_0: FAIL
  scene0802_00_375: FAIL
scene0761_00_2310: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_2310_sub.bin
  scene0803_00_990: FAIL
  scene0746_00_0: FAIL
  scene0762_00_1020: FAIL
scene0761_00_2370: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_2370_sub.bin
  scene0746_00_0: FAIL
  scene0779_00_0: FAIL
  scene0716_00_0: FAIL
scene0761_00_2385: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_2385_sub.bin
  scene0740_00_525: FAIL
  scene0782_00_885: FAIL
  scene0716_00_0: FAIL
scene0761_00_2445: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_2445_sub.bin
  scene0717_00_150: FAIL
  scene0780_00_840: FAIL
  scene0785_00_1035: FAIL
scene0761_00_2520: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_2520_sub.bin
  scene0802_00_930: FAIL
  scene0747_00_0: FAIL
  scene0718_00_120: FAIL
scene0761_00_2535: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_2535_sub.bin
  scene0803_00_0: FAIL
  scene0793_00_630: FAIL
  scene0785_00_1035: FAIL
scene0761_00_2640: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_2640_sub.bin
  scene0724_00_0: FAIL
  scene0777_00_975: FAIL
  scene0735_00_0: FAIL
scene0761_00_2670: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_2670_sub.bin
  scene0777_00_975: FAIL
  scene0736_00_0: FAIL
  scene0740_00_525: FAIL
scene0761_00_2730: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_2730_sub.bin
  scene0752_00_240: FAIL
  scene0780_00_300: FAIL
  scene0757_00_1590: FAIL
scene0761_00_2790: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_2790_sub.bin
  scene0718_00_0: FAIL
  scene0747_00_0: FAIL
  scene0733_00_0: FAIL
scene0761_00_2850: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_2850_sub.bin
  scene0772_00_0: FAIL
  scene0730_00_0: FAIL
  scene0755_00_3030: FAIL
scene0761_00_2910: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_2910_sub.bin
  scene0803_00_990: FAIL
  scene0746_00_0: FAIL
  scene0779_00_0: FAIL
scene0761_00_2985: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_2985_sub.bin
  scene0756_00_0: FAIL
  scene0752_00_240: FAIL
  scene0780_00_300: FAIL
scene0761_00_3060: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_3060_sub.bin
  scene0803_00_0: FAIL
  scene0775_00_915: FAIL
  scene0790_00_570: FAIL
scene0761_00_3105: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_3105_sub.bin
  scene0768_00_0: FAIL
  scene0750_00_0: FAIL
  scene0803_00_0: FAIL
scene0761_00_3165: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_3165_sub.bin
  scene0790_00_570: FAIL
  scene0733_00_810: FAIL
  scene0754_00_2295: FAIL
scene0761_00_3210: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_3210_sub.bin
  scene0785_00_2970: FAIL
  scene0733_00_810: FAIL
  scene0745_00_0: FAIL
scene0761_00_3240: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_3240_sub.bin
  scene0785_00_1035: FAIL
  scene0775_00_915: FAIL
  scene0780_00_1215: FAIL
scene0761_00_3315: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_3315_sub.bin
  scene0803_00_990: FAIL
  scene0746_00_0: FAIL
  scene0762_00_1020: FAIL
scene0761_00_3375: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_3375_sub.bin
  scene0734_00_1905: FAIL
  scene0746_00_165: FAIL
  scene0717_00_150: FAIL
scene0761_00_3420: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_3420_sub.bin
  scene0734_00_1905: FAIL
  scene0709_00_735: FAIL
  scene0787_00_1425: FAIL
scene0761_00_3450: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_3450_sub.bin
  scene0780_00_1215: FAIL
  scene0752_00_0: FAIL
  scene0717_00_150: FAIL
scene0761_00_3540: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_3540_sub.bin
  scene0709_00_735: FAIL
  scene0784_00_900: FAIL
  scene0707_00_240: FAIL
scene0761_00_3570: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_3570_sub.bin
  scene0787_00_1425: FAIL
  scene0709_00_735: FAIL
  scene0734_00_1905: FAIL
scene0761_00_3585: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_3585_sub.bin
  scene0709_00_735: FAIL
  scene0787_00_1425: FAIL
  scene0784_00_900: FAIL
scene0761_00_3645: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_3645_sub.bin
  scene0788_00_180: FAIL
  scene0802_00_930: FAIL
  scene0734_00_1905: FAIL
scene0761_00_3720: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_3720_sub.bin
  scene0757_00_1590: FAIL
  scene0725_00_0: FAIL
  scene0747_00_105: FAIL
scene0761_00_3765: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_3765_sub.bin
  scene0805_00_300: FAIL
  scene0733_00_0: FAIL
  scene0788_00_180: FAIL
scene0761_00_3825: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_3825_sub.bin
  scene0738_00_465: FAIL
  scene0796_00_615: FAIL
  scene0791_00_0: FAIL
scene0761_00_3840: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_3840_sub.bin
  scene0742_00_0: FAIL
  scene0778_00_0: FAIL
  scene0785_00_1035: FAIL
scene0761_00_3915: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_3915_sub.bin
  scene0717_00_150: FAIL
  scene0752_00_0: FAIL
  scene0775_00_915: FAIL
scene0761_00_3945: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_3945_sub.bin
  scene0785_00_1035: FAIL
  scene0780_00_1215: FAIL
  scene0790_00_0: FAIL
scene0761_00_3975: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_3975_sub.bin
  scene0762_00_0: FAIL
  scene0789_00_720: FAIL
  scene0761_00_390: 2.799276267890107 SUCCESS
scene0761_00_4035: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_4035_sub.bin
  scene0752_00_0: FAIL
  scene0720_00_0: FAIL
  scene0780_00_1215: FAIL
scene0761_00_4080: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_4080_sub.bin
  scene0757_00_0: FAIL
  scene0757_00_4050: FAIL
  scene0762_00_1020: FAIL
scene0761_00_4155: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_4155_sub.bin
  scene0762_00_1020: FAIL
  scene0803_00_990: FAIL
  scene0757_00_0: FAIL
scene0761_00_4215: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_4215_sub.bin
  scene0787_00_0: FAIL
  scene0797_00_525: FAIL
  scene0741_00_0: FAIL
scene0761_00_4245: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_4245_sub.bin
  scene0762_00_1020: FAIL
  scene0803_00_990: FAIL
  scene0779_00_0: FAIL
scene0761_00_4335: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_4335_sub.bin
  scene0746_00_0: FAIL
  scene0803_00_990: FAIL
  scene0761_00_2595: 2.810435508132435 SUCCESS
scene0761_00_4350: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_4350_sub.bin
  scene0803_00_990: FAIL
  scene0762_00_1020: FAIL
  scene0746_00_0: FAIL
scene0761_00_4395: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_4395_sub.bin
  scene0713_00_0: FAIL
  scene0708_00_0: FAIL
  scene0803_00_0: FAIL
scene0761_00_4470: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_4470_sub.bin
  scene0780_00_300: FAIL
  scene0752_00_240: FAIL
  scene0756_00_0: FAIL
scene0761_00_4530: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_4530_sub.bin
  scene0757_00_2535: FAIL
  scene0716_00_570: FAIL
  scene0765_00_0: FAIL
scene0761_00_4590: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_4590_sub.bin
  scene0730_00_0: FAIL
  scene0731_00_0: FAIL
  scene0712_00_0: FAIL
scene0761_00_4635: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_4635_sub.bin
  scene0790_00_0: FAIL
  scene0733_00_1275: FAIL
  scene0717_00_150: FAIL
scene0761_00_4695: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_4695_sub.bin
  scene0713_00_0: FAIL
  scene0754_00_2295: FAIL
  scene0778_00_0: FAIL
scene0761_00_4740: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_4740_sub.bin
  scene0784_00_900: FAIL
  scene0787_00_1425: FAIL
  scene0745_00_0: FAIL
scene0761_00_4755: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_4755_sub.bin
  scene0746_00_0: FAIL
  scene0716_00_0: FAIL
  scene0779_00_0: FAIL
scene0761_00_4800: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_4800_sub.bin
  scene0787_00_1425: FAIL
  scene0709_00_735: FAIL
  scene0745_00_0: FAIL
scene0761_00_4845: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_4845_sub.bin
  scene0757_00_4050: FAIL
  scene0757_00_0: FAIL
  scene0781_00_0: FAIL
scene0761_00_4980: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_4980_sub.bin
  scene0728_00_0: FAIL
  scene0743_00_0: FAIL
  scene0735_00_0: FAIL
scene0761_00_5040: /media/adam/Datasets/datasets/ScanNet/scans/pnvlad_pcd/scene0761_00/scene0761_00_5040_sub.bin
  scene0759_00_195: FAIL
