scene0707_00_60: scans/scene0707_00/pnvlad_pcd/scene0707_00_60_sub.bin
scene0759_00_255: scans/scene0759_00/pnvlad_pcd/scene0759_00_255_sub.bin
--scene0744_00_765: FAIL
--scene0785_00_1035: FAIL
--scene0746_00_0: FAIL
scene0759_00_285: scans/scene0759_00/pnvlad_pcd/scene0759_00_285_sub.bin
--scene0760_00_0: FAIL
--scene0752_00_120: FAIL
--scene0746_00_165: FAIL
scene0759_00_330: scans/scene0759_00/pnvlad_pcd/scene0759_00_330_sub.bin
--scene0736_00_4260: FAIL
--scene0725_00_0: FAIL
--scene0758_00_0: FAIL
scene0759_00_375: scans/scene0759_00/pnvlad_pcd/scene0759_00_375_sub.bin
--scene0784_00_0: FAIL
--scene0758_00_0: FAIL
--scene0757_00_1140: FAIL
scene0759_00_420: scans/scene0759_00/pnvlad_pcd/scene0759_00_420_sub.bin
--scene0757_00_1590: FAIL
--scene0752_00_120: FAIL
--scene0782_00_885: FAIL
scene0759_00_465: scans/scene0759_00/pnvlad_pcd/scene0759_00_465_sub.bin
--scene0736_00_0: FAIL
--scene0757_00_1140: FAIL
--scene0752_00_120: FAIL
scene0759_00_510: scans/scene0759_00/pnvlad_pcd/scene0759_00_510_sub.bin
--scene0752_00_120: FAIL
--scene0725_00_0: FAIL
--scene0748_00_0: FAIL
scene0759_00_555: scans/scene0759_00/pnvlad_pcd/scene0759_00_555_sub.bin
--scene0752_00_120: FAIL
--scene0747_00_240: FAIL
--scene0725_00_0: FAIL
scene0759_00_630: scans/scene0759_00/pnvlad_pcd/scene0759_00_630_sub.bin
--scene0766_00_150: FAIL
--scene0747_00_105: FAIL
--scene0757_00_1590: FAIL
scene0759_00_705: scans/scene0759_00/pnvlad_pcd/scene0759_00_705_sub.bin
--scene0766_00_150: FAIL
--scene0790_00_570: FAIL
--scene0757_00_2535: FAIL
scene0759_00_750: scans/scene0759_00/pnvlad_pcd/scene0759_00_750_sub.bin
--scene0748_00_0: FAIL
--scene0747_00_240: FAIL
--scene0785_00_0: FAIL
scene0759_00_825: scans/scene0759_00/pnvlad_pcd/scene0759_00_825_sub.bin
--scene0708_00_0: FAIL
--scene0725_00_0: FAIL
--scene0757_00_1590: FAIL
scene0759_00_840: scans/scene0759_00/pnvlad_pcd/scene0759_00_840_sub.bin
--scene0746_00_0: FAIL
--scene0806_00_0: FAIL
--scene0800_00_0: FAIL
scene0759_00_855: scans/scene0759_00/pnvlad_pcd/scene0759_00_855_sub.bin
--scene0797_00_0: FAIL
--scene0790_00_570: FAIL
--scene0746_00_0: FAIL
scene0759_00_900: scans/scene0759_00/pnvlad_pcd/scene0759_00_900_sub.bin
--scene0709_00_0: FAIL
--scene0758_00_0: FAIL
--scene0740_00_525: FAIL
scene0759_00_915: scans/scene0759_00/pnvlad_pcd/scene0759_00_915_sub.bin
--scene0760_00_0: FAIL
--scene0785_00_735: FAIL
--scene0758_00_315: FAIL
scene0759_00_945: scans/scene0759_00/pnvlad_pcd/scene0759_00_945_sub.bin
--scene0761_00_2040: FAIL
--scene0776_00_570: FAIL
--scene0782_00_885: FAIL
scene0759_00_975: scans/scene0759_00/pnvlad_pcd/scene0759_00_975_sub.bin
--scene0757_00_1590: FAIL
--scene0725_00_0: FAIL
--scene0707_00_0: FAIL
scene0759_00_1020: scans/scene0759_00/pnvlad_pcd/scene0759_00_1020_sub.bin
--scene0725_00_0: FAIL
--scene0787_00_0: FAIL
--scene0768_00_1095: FAIL
scene0759_00_1080: scans/scene0759_00/pnvlad_pcd/scene0759_00_1080_sub.bin
--scene0785_00_1035: FAIL
--scene0717_00_150: FAIL
--scene0728_00_0: FAIL
scene0759_00_1110: scans/scene0759_00/pnvlad_pcd/scene0759_00_1110_sub.bin
--scene0716_00_180: FAIL
--scene0709_00_0: FAIL
--scene0780_00_300: FAIL
scene0759_00_1185: scans/scene0759_00/pnvlad_pcd/scene0759_00_1185_sub.bin
--scene0731_00_0: FAIL
--scene0744_00_765: FAIL
--scene0707_00_0: FAIL
scene0759_00_1200: scans/scene0759_00/pnvlad_pcd/scene0759_00_1200_sub.bin
--scene0752_00_120: FAIL
--scene0757_00_1590: FAIL
--scene0801_00_0: FAIL
scene0759_00_1245: scans/scene0759_00/pnvlad_pcd/scene0759_00_1245_sub.bin
--scene0757_00_1590: FAIL
--scene0784_00_0: FAIL
--scene0707_00_0: FAIL
scene0759_00_1290: scans/scene0759_00/pnvlad_pcd/scene0759_00_1290_sub.bin
--scene0734_00_0: FAIL
--scene0802_00_930: FAIL
--scene0806_00_0: FAIL
scene0759_00_1335: scans/scene0759_00/pnvlad_pcd/scene0759_00_1335_sub.bin
--scene0785_00_735: FAIL
--scene0761_00_2040: FAIL
--scene0761_00_2595: FAIL
scene0759_00_1380: scans/scene0759_00/pnvlad_pcd/scene0759_00_1380_sub.bin
--scene0784_00_0: FAIL
--scene0758_00_0: FAIL
--scene0752_00_120: FAIL
scene0759_00_1425: scans/scene0759_00/pnvlad_pcd/scene0759_00_1425_sub.bin
--scene0731_00_0: FAIL
--scene0725_00_0: FAIL
--scene0783_00_0: FAIL
scene0759_00_1455: scans/scene0759_00/pnvlad_pcd/scene0759_00_1455_sub.bin
--scene0747_00_0: FAIL
--scene0738_00_465: FAIL
--scene0793_00_1245: FAIL
scene0759_00_1485: scans/scene0759_00/pnvlad_pcd/scene0759_00_1485_sub.bin
--scene0770_00_870: FAIL
--scene0761_00_2040: FAIL
--scene0738_00_465: FAIL
scene0759_00_1530: scans/scene0759_00/pnvlad_pcd/scene0759_00_1530_sub.bin
--scene0746_00_0: FAIL
--scene0761_00_2595: FAIL
--scene0761_00_2040: FAIL
scene0759_00_1590: scans/scene0759_00/pnvlad_pcd/scene0759_00_1590_sub.bin
--scene0757_00_2535: FAIL
--scene0747_00_105: FAIL
--scene0725_00_0: FAIL
scene0759_00_1620: scans/scene0759_00/pnvlad_pcd/scene0759_00_1620_sub.bin
--scene0716_00_480: FAIL
--scene0760_00_0: FAIL
--scene0757_00_1140: FAIL
scene0759_00_1650: scans/scene0759_00/pnvlad_pcd/scene0759_00_1650_sub.bin
--scene0752_00_120: FAIL
--scene0760_00_0: FAIL
--scene0757_00_1590: FAIL
scene0759_00_1710: scans/scene0759_00/pnvlad_pcd/scene0759_00_1710_sub.bin
--scene0761_00_2040: FAIL
--scene0782_00_885: FAIL
--scene0738_00_0: FAIL
scene0759_00_1740: scans/scene0759_00/pnvlad_pcd/scene0759_00_1740_sub.bin
--scene0728_00_0: FAIL
--scene0746_00_0: FAIL
--scene0785_00_1035: FAIL
scene0760_00_30: scans/scene0760_00/pnvlad_pcd/scene0760_00_30_sub.bin
--scene0752_00_120: FAIL
--scene0757_00_1590: FAIL
--scene0738_00_465: FAIL
scene0760_00_120: scans/scene0760_00/pnvlad_pcd/scene0760_00_120_sub.bin
--scene0761_00_2040: FAIL
--scene0780_00_0: FAIL
--scene0752_00_120: FAIL
scene0760_00_165: scans/scene0760_00/pnvlad_pcd/scene0760_00_165_sub.bin
--scene0716_00_480: FAIL
--scene0726_00_0: FAIL
--scene0740_00_525: FAIL
scene0760_00_210: scans/scene0760_00/pnvlad_pcd/scene0760_00_210_sub.bin
--scene0761_00_2595: FAIL
--scene0717_00_345: FAIL
--scene0785_00_1035: FAIL
scene0760_00_225: scans/scene0760_00/pnvlad_pcd/scene0760_00_225_sub.bin
--scene0776_00_570: FAIL
--scene0707_00_240: FAIL
--scene0796_00_615: FAIL
scene0760_00_270: scans/scene0760_00/pnvlad_pcd/scene0760_00_270_sub.bin
--scene0776_00_570: FAIL
--scene0784_00_0: FAIL
--scene0775_00_915: FAIL
scene0760_00_300: scans/scene0760_00/pnvlad_pcd/scene0760_00_300_sub.bin
--scene0787_00_0: FAIL
--scene0768_00_1095: FAIL
--scene0788_00_0: FAIL
scene0760_00_345: scans/scene0760_00/pnvlad_pcd/scene0760_00_345_sub.bin
--scene0720_00_0: FAIL
--scene0767_00_0: FAIL
--scene0725_00_0: FAIL
scene0760_00_375: scans/scene0760_00/pnvlad_pcd/scene0760_00_375_sub.bin
--scene0736_00_4260: FAIL
--scene0749_00_2205: FAIL
--scene0790_00_570: FAIL
scene0760_00_450: scans/scene0760_00/pnvlad_pcd/scene0760_00_450_sub.bin
--scene0785_00_735: FAIL
--scene0775_00_450: FAIL
--scene0736_00_4260: FAIL
scene0760_00_495: scans/scene0760_00/pnvlad_pcd/scene0760_00_495_sub.bin
--scene0783_00_0: FAIL
--scene0757_00_1590: FAIL
--scene0776_00_570: FAIL
scene0760_00_540: scans/scene0760_00/pnvlad_pcd/scene0760_00_540_sub.bin
--scene0787_00_0: FAIL
--scene0738_00_0: FAIL
--scene0784_00_0: FAIL
scene0760_00_585: scans/scene0760_00/pnvlad_pcd/scene0760_00_585_sub.bin
--scene0761_00_2040: FAIL
--scene0788_00_0: FAIL
--scene0805_00_645: FAIL
scene0760_00_630: scans/scene0760_00/pnvlad_pcd/scene0760_00_630_sub.bin
--scene0753_00_435: FAIL
--scene0784_00_0: FAIL
--scene0725_00_0: FAIL
scene0760_00_675: scans/scene0760_00/pnvlad_pcd/scene0760_00_675_sub.bin
--scene0735_00_0: FAIL
--scene0728_00_0: FAIL
--scene0707_00_0: FAIL
scene0760_00_735: scans/scene0760_00/pnvlad_pcd/scene0760_00_735_sub.bin
--scene0801_00_0: FAIL
--scene0735_00_0: FAIL
--scene0785_00_1035: FAIL
scene0760_00_765: scans/scene0760_00/pnvlad_pcd/scene0760_00_765_sub.bin
--scene0758_00_315: FAIL
--scene0760_00_420: 3.5743648754887367 FAIL
--scene0776_00_570: FAIL
scene0760_00_780: scans/scene0760_00/pnvlad_pcd/scene0760_00_780_sub.bin
--scene0757_00_0: FAIL
--scene0775_00_450: FAIL
--scene0757_00_1590: FAIL
scene0760_00_810: scans/scene0760_00/pnvlad_pcd/scene0760_00_810_sub.bin
--scene0752_00_120: FAIL
--scene0757_00_1590: FAIL
--scene0760_00_0: 0.875355974903681 SUCCESS
scene0760_00_870: scans/scene0760_00/pnvlad_pcd/scene0760_00_870_sub.bin
--scene0736_00_0: FAIL
--scene0797_00_255: FAIL
--scene0758_00_0: FAIL
scene0760_00_915: scans/scene0760_00/pnvlad_pcd/scene0760_00_915_sub.bin
--scene0752_00_120: FAIL
--scene0736_00_0: FAIL
--scene0757_00_1140: FAIL
scene0760_00_975: scans/scene0760_00/pnvlad_pcd/scene0760_00_975_sub.bin
--scene0746_00_0: FAIL
--scene0725_00_0: FAIL
--scene0783_00_0: FAIL
scene0760_00_1020: scans/scene0760_00/pnvlad_pcd/scene0760_00_1020_sub.bin
--scene0725_00_0: FAIL
--scene0747_00_105: FAIL
--scene0761_00_2595: FAIL
scene0760_00_1035: scans/scene0760_00/pnvlad_pcd/scene0760_00_1035_sub.bin
--scene0761_00_2595: FAIL
--scene0785_00_1035: FAIL
--scene0782_00_885: FAIL
scene0760_00_1065: scans/scene0760_00/pnvlad_pcd/scene0760_00_1065_sub.bin
--scene0775_00_450: FAIL
--scene0730_00_0: FAIL
--scene0725_00_0: FAIL
scene0760_00_1110: scans/scene0760_00/pnvlad_pcd/scene0760_00_1110_sub.bin
--scene0707_00_0: FAIL
--scene0785_00_1035: FAIL
--scene0768_00_1095: FAIL
scene0760_00_1140: scans/scene0760_00/pnvlad_pcd/scene0760_00_1140_sub.bin
--scene0725_00_0: FAIL
--scene0761_00_2040: FAIL
--scene0787_00_0: FAIL
scene0760_00_1200: scans/scene0760_00/pnvlad_pcd/scene0760_00_1200_sub.bin
--scene0720_00_0: FAIL
--scene0787_00_0: FAIL
--scene0785_00_735: FAIL
scene0760_00_1245: scans/scene0760_00/pnvlad_pcd/scene0760_00_1245_sub.bin
--scene0752_00_120: FAIL
--scene0763_00_0: FAIL
--scene0784_00_900: FAIL
scene0760_00_1275: scans/scene0760_00/pnvlad_pcd/scene0760_00_1275_sub.bin
--scene0736_00_0: FAIL
--scene0752_00_120: FAIL
--scene0757_00_1140: FAIL
scene0760_00_1320: scans/scene0760_00/pnvlad_pcd/scene0760_00_1320_sub.bin
--scene0738_00_465: FAIL
--scene0787_00_0: FAIL
--scene0757_00_1590: FAIL
scene0760_00_1380: scans/scene0760_00/pnvlad_pcd/scene0760_00_1380_sub.bin
--scene0784_00_0: FAIL
--scene0757_00_1590: FAIL
--scene0744_00_210: FAIL
scene0760_00_1455: scans/scene0760_00/pnvlad_pcd/scene0760_00_1455_sub.bin
--scene0761_00_0: FAIL
--scene0757_00_1590: FAIL
--scene0720_00_0: FAIL
scene0760_00_1485: scans/scene0760_00/pnvlad_pcd/scene0760_00_1485_sub.bin
--scene0725_00_0: FAIL
--scene0768_00_1095: FAIL
--scene0783_00_0: FAIL
scene0760_00_1515: scans/scene0760_00/pnvlad_pcd/scene0760_00_1515_sub.bin
--scene0784_00_0: FAIL
--scene0761_00_0: FAIL
--scene0787_00_0: FAIL
scene0761_00_90: scans/scene0761_00/pnvlad_pcd/scene0761_00_90_sub.bin
--scene0775_00_450: FAIL
--scene0761_00_2595: 5.791242989474875 FAIL
--scene0762_00_1020: FAIL
scene0761_00_135: scans/scene0761_00/pnvlad_pcd/scene0761_00_135_sub.bin
--scene0713_00_0: FAIL
--scene0776_00_0: FAIL
--scene0785_00_1035: FAIL
scene0761_00_150: scans/scene0761_00/pnvlad_pcd/scene0761_00_150_sub.bin
--scene0707_00_0: FAIL
--scene0757_00_1140: FAIL
--scene0731_00_0: FAIL
scene0761_00_195: scans/scene0761_00/pnvlad_pcd/scene0761_00_195_sub.bin
--scene0736_00_4260: FAIL
--scene0720_00_0: FAIL
--scene0757_00_2535: FAIL
scene0761_00_285: scans/scene0761_00/pnvlad_pcd/scene0761_00_285_sub.bin
--scene0707_00_0: FAIL
--scene0734_00_1155: FAIL
--scene0746_00_165: FAIL
scene0761_00_345: scans/scene0761_00/pnvlad_pcd/scene0761_00_345_sub.bin
--scene0746_00_165: FAIL
--scene0731_00_0: FAIL
--scene0747_00_2325: FAIL
scene0761_00_450: scans/scene0761_00/pnvlad_pcd/scene0761_00_450_sub.bin
--scene0707_00_0: FAIL
--scene0724_00_0: FAIL
--scene0747_00_2325: FAIL
scene0761_00_465: scans/scene0761_00/pnvlad_pcd/scene0761_00_465_sub.bin
--scene0723_00_0: FAIL
--scene0736_00_0: FAIL
--scene0784_00_900: FAIL
scene0761_00_510: scans/scene0761_00/pnvlad_pcd/scene0761_00_510_sub.bin
--scene0775_00_450: FAIL
--scene0736_00_0: FAIL
--scene0720_00_0: FAIL
scene0761_00_570: scans/scene0761_00/pnvlad_pcd/scene0761_00_570_sub.bin
--scene0723_00_0: FAIL
--scene0787_00_1005: FAIL
--scene0736_00_0: FAIL
scene0761_00_630: scans/scene0761_00/pnvlad_pcd/scene0761_00_630_sub.bin
--scene0785_00_0: FAIL
--scene0757_00_1590: FAIL
--scene0784_00_900: FAIL
scene0761_00_660: scans/scene0761_00/pnvlad_pcd/scene0761_00_660_sub.bin
--scene0746_00_0: FAIL
--scene0720_00_0: FAIL
--scene0748_00_0: FAIL
scene0761_00_720: scans/scene0761_00/pnvlad_pcd/scene0761_00_720_sub.bin
--scene0784_00_900: FAIL
--scene0725_00_0: FAIL
--scene0787_00_0: FAIL
scene0761_00_765: scans/scene0761_00/pnvlad_pcd/scene0761_00_765_sub.bin
--scene0783_00_0: FAIL
--scene0725_00_0: FAIL
--scene0708_00_0: FAIL
scene0761_00_795: scans/scene0761_00/pnvlad_pcd/scene0761_00_795_sub.bin
--scene0720_00_0: FAIL
--scene0746_00_0: FAIL
--scene0784_00_900: FAIL
scene0761_00_855: scans/scene0761_00/pnvlad_pcd/scene0761_00_855_sub.bin
--scene0744_00_765: FAIL
--scene0757_00_1590: FAIL
--scene0717_00_0: FAIL
scene0761_00_885: scans/scene0761_00/pnvlad_pcd/scene0761_00_885_sub.bin
--scene0757_00_1140: FAIL
--scene0757_00_1590: FAIL
--scene0801_00_0: FAIL
scene0761_00_945: scans/scene0761_00/pnvlad_pcd/scene0761_00_945_sub.bin
--scene0738_00_0: FAIL
--scene0709_00_0: FAIL
--scene0744_00_765: FAIL
scene0761_00_990: scans/scene0761_00/pnvlad_pcd/scene0761_00_990_sub.bin
--scene0744_00_765: FAIL
--scene0761_00_2595: 5.751741364232532 FAIL
--scene0717_00_345: FAIL
scene0761_00_1020: scans/scene0761_00/pnvlad_pcd/scene0761_00_1020_sub.bin
--scene0775_00_450: FAIL
--scene0761_00_2595: 5.327111536756698 FAIL
--scene0753_00_435: FAIL
scene0761_00_1065: scans/scene0761_00/pnvlad_pcd/scene0761_00_1065_sub.bin
--scene0763_00_0: FAIL
--scene0801_00_0: FAIL
--scene0797_00_0: FAIL
scene0761_00_1095: scans/scene0761_00/pnvlad_pcd/scene0761_00_1095_sub.bin
--scene0746_00_0: FAIL
--scene0757_00_2535: FAIL
--scene0725_00_0: FAIL
scene0761_00_1245: scans/scene0761_00/pnvlad_pcd/scene0761_00_1245_sub.bin
--scene0752_00_120: FAIL
--scene0709_00_0: FAIL
--scene0787_00_0: FAIL
scene0761_00_1320: scans/scene0761_00/pnvlad_pcd/scene0761_00_1320_sub.bin
--scene0787_00_0: FAIL
--scene0785_00_0: FAIL
--scene0746_00_0: FAIL
scene0761_00_1395: scans/scene0761_00/pnvlad_pcd/scene0761_00_1395_sub.bin
--scene0725_00_0: FAIL
--scene0757_00_1590: FAIL
--scene0761_00_2595: 4.61993540888554 FAIL
scene0761_00_1455: scans/scene0761_00/pnvlad_pcd/scene0761_00_1455_sub.bin
--scene0793_00_1245: FAIL
--scene0757_00_1590: FAIL
--scene0747_00_0: FAIL
scene0761_00_1515: scans/scene0761_00/pnvlad_pcd/scene0761_00_1515_sub.bin
--scene0775_00_450: FAIL
--scene0757_00_1140: FAIL
--scene0752_00_120: FAIL
scene0761_00_1575: scans/scene0761_00/pnvlad_pcd/scene0761_00_1575_sub.bin
--scene0775_00_450: FAIL
--scene0717_00_345: FAIL
--scene0759_00_0: FAIL
scene0761_00_1620: scans/scene0761_00/pnvlad_pcd/scene0761_00_1620_sub.bin
--scene0793_00_0: FAIL
--scene0775_00_450: FAIL
--scene0760_00_420: FAIL
scene0761_00_1650: scans/scene0761_00/pnvlad_pcd/scene0761_00_1650_sub.bin
--scene0762_00_1020: FAIL
--scene0731_00_0: FAIL
--scene0785_00_1035: FAIL
scene0761_00_1680: scans/scene0761_00/pnvlad_pcd/scene0761_00_1680_sub.bin
--scene0775_00_450: FAIL
--scene0746_00_0: FAIL
--scene0803_00_990: FAIL
scene0761_00_1785: scans/scene0761_00/pnvlad_pcd/scene0761_00_1785_sub.bin
--scene0757_00_1140: FAIL
--scene0752_00_120: FAIL
--scene0752_00_240: FAIL
scene0761_00_1830: scans/scene0761_00/pnvlad_pcd/scene0761_00_1830_sub.bin
--scene0757_00_2535: FAIL
--scene0766_00_150: FAIL
--scene0785_00_1035: FAIL
scene0761_00_1980: scans/scene0761_00/pnvlad_pcd/scene0761_00_1980_sub.bin
--scene0728_00_0: FAIL
--scene0753_00_435: FAIL
--scene0757_00_0: FAIL
scene0761_00_2070: scans/scene0761_00/pnvlad_pcd/scene0761_00_2070_sub.bin
--scene0753_00_435: FAIL
--scene0785_00_0: FAIL
--scene0775_00_450: FAIL
scene0761_00_2115: scans/scene0761_00/pnvlad_pcd/scene0761_00_2115_sub.bin
--scene0754_00_0: FAIL
--scene0748_00_0: FAIL
--scene0725_00_0: FAIL
scene0761_00_2175: scans/scene0761_00/pnvlad_pcd/scene0761_00_2175_sub.bin
--scene0785_00_735: FAIL
--scene0736_00_4260: FAIL
--scene0775_00_450: FAIL
scene0761_00_2205: scans/scene0761_00/pnvlad_pcd/scene0761_00_2205_sub.bin
--scene0746_00_0: FAIL
--scene0757_00_2535: FAIL
--scene0784_00_900: FAIL
scene0761_00_2235: scans/scene0761_00/pnvlad_pcd/scene0761_00_2235_sub.bin
--scene0707_00_0: FAIL
--scene0738_00_0: FAIL
--scene0757_00_1590: FAIL
scene0761_00_2310: scans/scene0761_00/pnvlad_pcd/scene0761_00_2310_sub.bin
--scene0784_00_900: FAIL
--scene0720_00_0: FAIL
--scene0785_00_1035: FAIL
scene0761_00_2370: scans/scene0761_00/pnvlad_pcd/scene0761_00_2370_sub.bin
--scene0736_00_0: FAIL
--scene0752_00_240: FAIL
--scene0803_00_990: FAIL
scene0761_00_2385: scans/scene0761_00/pnvlad_pcd/scene0761_00_2385_sub.bin
--scene0784_00_900: FAIL
--scene0736_00_0: FAIL
--scene0746_00_0: FAIL
scene0761_00_2445: scans/scene0761_00/pnvlad_pcd/scene0761_00_2445_sub.bin
--scene0746_00_0: FAIL
--scene0754_00_0: FAIL
--scene0757_00_1590: FAIL
scene0761_00_2520: scans/scene0761_00/pnvlad_pcd/scene0761_00_2520_sub.bin
--scene0761_00_2595: 1.4250970484852414 SUCCESS
scene0761_00_2535: scans/scene0761_00/pnvlad_pcd/scene0761_00_2535_sub.bin
--scene0776_00_570: FAIL
--scene0722_00_0: FAIL
--scene0747_00_105: FAIL
scene0761_00_2640: scans/scene0761_00/pnvlad_pcd/scene0761_00_2640_sub.bin
--scene0785_00_735: FAIL
--scene0752_00_240: FAIL
--scene0720_00_0: FAIL
scene0761_00_2670: scans/scene0761_00/pnvlad_pcd/scene0761_00_2670_sub.bin
--scene0736_00_0: FAIL
--scene0790_00_570: FAIL
--scene0725_00_0: FAIL
scene0761_00_2730: scans/scene0761_00/pnvlad_pcd/scene0761_00_2730_sub.bin
--scene0746_00_0: FAIL
--scene0761_00_2040: 2.4387563124884686 SUCCESS
scene0761_00_2790: scans/scene0761_00/pnvlad_pcd/scene0761_00_2790_sub.bin
--scene0790_00_570: FAIL
--scene0752_00_0: FAIL
--scene0720_00_0: FAIL
scene0761_00_2850: scans/scene0761_00/pnvlad_pcd/scene0761_00_2850_sub.bin
--scene0735_00_0: FAIL
--scene0793_00_0: FAIL
--scene0717_00_0: FAIL
scene0761_00_2910: scans/scene0761_00/pnvlad_pcd/scene0761_00_2910_sub.bin
--scene0779_00_0: FAIL
--scene0758_00_315: FAIL
--scene0734_00_1155: FAIL
scene0761_00_2985: scans/scene0761_00/pnvlad_pcd/scene0761_00_2985_sub.bin
--scene0779_00_0: FAIL
--scene0735_00_0: FAIL
--scene0753_00_0: FAIL
scene0761_00_3060: scans/scene0761_00/pnvlad_pcd/scene0761_00_3060_sub.bin
--scene0767_00_0: FAIL
--scene0747_00_2325: FAIL
--scene0738_00_0: FAIL
scene0761_00_3105: scans/scene0761_00/pnvlad_pcd/scene0761_00_3105_sub.bin
--scene0735_00_0: FAIL
--scene0731_00_0: FAIL
--scene0767_00_0: FAIL
scene0761_00_3165: scans/scene0761_00/pnvlad_pcd/scene0761_00_3165_sub.bin
--scene0755_00_3030: FAIL
--scene0707_00_0: FAIL
--scene0735_00_0: FAIL
scene0761_00_3210: scans/scene0761_00/pnvlad_pcd/scene0761_00_3210_sub.bin
--scene0707_00_0: FAIL
--scene0735_00_0: FAIL
--scene0746_00_165: FAIL
scene0761_00_3240: scans/scene0761_00/pnvlad_pcd/scene0761_00_3240_sub.bin
--scene0725_00_0: FAIL
--scene0763_00_0: FAIL
--scene0748_00_0: FAIL
scene0761_00_3315: scans/scene0761_00/pnvlad_pcd/scene0761_00_3315_sub.bin
--scene0752_00_120: FAIL
--scene0734_00_1155: FAIL
--scene0725_00_0: FAIL
scene0761_00_3375: scans/scene0761_00/pnvlad_pcd/scene0761_00_3375_sub.bin
--scene0746_00_0: FAIL
--scene0787_00_0: FAIL
--scene0748_00_0: FAIL
scene0761_00_3420: scans/scene0761_00/pnvlad_pcd/scene0761_00_3420_sub.bin
--scene0747_00_2325: FAIL
--scene0746_00_0: FAIL
--scene0725_00_0: FAIL
scene0761_00_3450: scans/scene0761_00/pnvlad_pcd/scene0761_00_3450_sub.bin
--scene0746_00_165: FAIL
--scene0768_00_1095: FAIL
--scene0763_00_0: FAIL
scene0761_00_3540: scans/scene0761_00/pnvlad_pcd/scene0761_00_3540_sub.bin
--scene0725_00_0: FAIL
--scene0784_00_900: FAIL
--scene0720_00_0: FAIL
scene0761_00_3570: scans/scene0761_00/pnvlad_pcd/scene0761_00_3570_sub.bin
--scene0725_00_0: FAIL
--scene0757_00_1590: FAIL
--scene0752_00_120: FAIL
scene0761_00_3585: scans/scene0761_00/pnvlad_pcd/scene0761_00_3585_sub.bin
--scene0725_00_0: FAIL
--scene0799_00_645: FAIL
--scene0744_00_765: FAIL
scene0761_00_3645: scans/scene0761_00/pnvlad_pcd/scene0761_00_3645_sub.bin
--scene0776_00_570: FAIL
--scene0777_00_0: FAIL
--scene0757_00_1140: FAIL
scene0761_00_3720: scans/scene0761_00/pnvlad_pcd/scene0761_00_3720_sub.bin
--scene0761_00_2040: 2.0846646752757767 SUCCESS
scene0761_00_3765: scans/scene0761_00/pnvlad_pcd/scene0761_00_3765_sub.bin
--scene0733_00_0: FAIL
--scene0770_00_870: FAIL
--scene0752_00_120: FAIL
scene0761_00_3825: scans/scene0761_00/pnvlad_pcd/scene0761_00_3825_sub.bin
--scene0784_00_0: FAIL
--scene0795_00_0: FAIL
--scene0787_00_0: FAIL
scene0761_00_3840: scans/scene0761_00/pnvlad_pcd/scene0761_00_3840_sub.bin
--scene0760_00_0: FAIL
--scene0748_00_0: FAIL
--scene0738_00_465: FAIL
scene0761_00_3915: scans/scene0761_00/pnvlad_pcd/scene0761_00_3915_sub.bin
--scene0720_00_0: FAIL
--scene0744_00_765: FAIL
--scene0784_00_900: FAIL
scene0761_00_3945: scans/scene0761_00/pnvlad_pcd/scene0761_00_3945_sub.bin
--scene0784_00_900: FAIL
--scene0720_00_0: FAIL
--scene0746_00_0: FAIL
scene0761_00_3975: scans/scene0761_00/pnvlad_pcd/scene0761_00_3975_sub.bin
--scene0746_00_165: FAIL
--scene0725_00_0: FAIL
--scene0803_00_990: FAIL
scene0761_00_4035: scans/scene0761_00/pnvlad_pcd/scene0761_00_4035_sub.bin
--scene0725_00_0: FAIL
--scene0775_00_450: FAIL
--scene0736_00_4260: FAIL
scene0761_00_4080: scans/scene0761_00/pnvlad_pcd/scene0761_00_4080_sub.bin
--scene0768_00_1095: FAIL
--scene0725_00_0: FAIL
--scene0785_00_1035: FAIL
scene0761_00_4155: scans/scene0761_00/pnvlad_pcd/scene0761_00_4155_sub.bin
--scene0785_00_1035: FAIL
--scene0740_00_525: FAIL
--scene0738_00_0: FAIL
scene0761_00_4215: scans/scene0761_00/pnvlad_pcd/scene0761_00_4215_sub.bin
--scene0785_00_735: FAIL
--scene0767_00_0: FAIL
--scene0711_00_0: FAIL
scene0761_00_4245: scans/scene0761_00/pnvlad_pcd/scene0761_00_4245_sub.bin
--scene0758_00_315: FAIL
--scene0711_00_0: FAIL
--scene0746_00_165: FAIL
scene0761_00_4335: scans/scene0761_00/pnvlad_pcd/scene0761_00_4335_sub.bin
--scene0801_00_0: FAIL
--scene0754_00_2550: FAIL
--scene0757_00_1140: FAIL
scene0761_00_4350: scans/scene0761_00/pnvlad_pcd/scene0761_00_4350_sub.bin
--scene0717_00_150: FAIL
--scene0767_00_0: FAIL
--scene0736_00_4260: FAIL
scene0761_00_4395: scans/scene0761_00/pnvlad_pcd/scene0761_00_4395_sub.bin
--scene0763_00_0: FAIL
--scene0752_00_120: FAIL
--scene0707_00_0: FAIL
scene0761_00_4470: scans/scene0761_00/pnvlad_pcd/scene0761_00_4470_sub.bin
--scene0707_00_0: FAIL
--scene0785_00_1035: FAIL
